iter	Passed	Remaining
1718	4374	715
1719	4377	712
1720	4379	709
1721	4382	707
1722	4384	704
1723	4386	702
1724	4389	699
1725	4391	697
1726	4394	694
1727	4397	692
1728	4399	689
1729	4402	687
1730	4404	684
1731	4407	681
1732	4410	679
1733	4412	676
1734	4415	674
1735	4417	671
1736	4420	669
1737	4422	666
1738	4425	664
1739	4427	661
1740	4430	659
1741	4432	656
1742	4435	653
1743	4437	651
1744	4439	648
1745	4442	646
1746	4444	643
1747	4447	641
1748	4449	638
1749	4452	636
1750	4454	633
1751	4457	631
1752	4460	628
1753	4463	625
1754	4465	623
1755	4468	620
1756	4470	618
1757	4473	615
1758	4476	613
1759	4478	610
1760	4481	608
1761	4483	605
1762	4486	603
1763	4489	600
1764	4491	598
1765	4494	595
1766	4496	592
1767	4499	590
1768	4502	587
1769	4504	585
1770	4507	582
1771	4509	580
1772	4512	577
1773	4514	575
1774	4517	572
1775	4519	570
1776	4522	567
1777	4524	564
1778	4527	562
1779	4530	559
1780	4532	557
1781	4535	554
1782	4537	552
1783	4540	549
1784	4542	547
1785	4545	544
1786	4548	542
1787	4551	539
1788	4553	537
1789	4556	534
1790	4558	531
1791	4561	529
1792	4564	526
1793	4567	524
1794	4569	521
1795	4572	519
1796	4574	516
1797	4577	514
1798	4579	511
1799	4582	509
1800	4585	506
1801	4588	504
1802	4591	501
1803	4593	499
1804	4596	496
1805	4599	494
1806	4601	491
1807	4604	488
1808	4607	486
1809	4609	483
1810	4612	481
1811	4614	478
1812	4618	476
1813	4620	473
1814	4623	471
1815	4626	468
1816	4628	466
1817	4631	463
1818	4634	461
1819	4636	458
1820	4639	456
1821	4642	453
1822	4645	451
1823	4647	448
1824	4650	445
1825	4653	443
1826	4656	440
1827	4659	438
1828	4662	435
1829	4665	433
1830	4668	430
1831	4671	428
1832	4674	425
1833	4676	423
1834	4679	420
1835	4682	418
1836	4685	415
1837	4688	413
1838	4691	410
1839	4694	408
1840	4696	405
1841	4699	403
1842	4702	400
1843	4705	398
1844	4708	395
1845	4711	393
1846	4713	390
1847	4716	387
1848	4718	385
1849	4721	382
1850	4724	380
1851	4726	377
1852	4729	375
1853	4731	372
1854	4734	370
1855	4736	367
1856	4739	364
1857	4742	362
1858	4744	359
1859	4747	357
1860	4749	354
1861	4752	352
1862	4754	349
1863	4757	347
1864	4759	344
1865	4762	341
1866	4764	339
1867	4767	336
1868	4770	334
1869	4772	331
1870	4775	329
1871	4778	326
1872	4781	324
1873	4783	321
1874	4786	319
1875	4788	316
1876	4791	313
1877	4793	311
1878	4796	308
1879	4798	306
1880	4801	303
1881	4804	301
1882	4806	298
1883	4809	296
1884	4812	293
1885	4814	291
1886	4817	288
1887	4819	285
1888	4822	283
1889	4825	280
1890	4827	278
1891	4830	275
1892	4833	273
1893	4835	270
1894	4838	268
1895	4840	265
1896	4843	262
1897	4845	260
1898	4848	257
1899	4851	255
1900	4853	252
1901	4856	250
1902	4859	247
1903	4861	245
1904	4864	242
1905	4867	240
1906	4870	237
1907	4873	234
1908	4875	232
1909	4878	229
1910	4881	227
1911	4884	224
1912	4887	222
1913	4890	219
1914	4892	217
1915	4895	214
1916	4897	212
1917	4900	209
1918	4902	206
1919	4905	204
1920	4908	201
1921	4910	199
1922	4913	196
1923	4916	194
1924	4919	191
1925	4922	189
1926	4924	186
1927	4927	184
1928	4930	181
1929	4933	178
1930	4935	176
1931	4938	173
1932	4941	171
1933	4944	168
1934	4946	166
1935	4949	163
1936	4952	161
1937	4954	158
1938	4957	155
1939	4960	153
1940	4963	150
1941	4965	148
1942	4968	145
1943	4970	143
1944	4973	140
1945	4975	138
1946	4978	135
1947	4981	132
1948	4983	130
1949	4986	127
1950	4988	125
1951	4991	122
1952	4993	120
1953	4996	117
1954	4999	115
1955	5001	112
1956	5004	109
1957	5006	107
1958	5009	104
1959	5011	102
1960	5013	99
1961	5016	97
1962	5019	94
1963	5021	92
1964	5024	89
1965	5026	86
1966	5029	84
1967	5031	81
1968	5034	79
1969	5037	76
1970	5040	74
1971	5042	71
1972	5044	69
1973	5047	66
1974	5050	63
1975	5052	61
1976	5055	58
1977	5057	56
1978	5060	53
1979	5063	51
1980	5065	48
1981	5068	46
1982	5071	43
1983	5073	40
1984	5076	38
1985	5079	35
1986	5081	33
1987	5084	30
1988	5087	28
1989	5089	25
1990	5092	23
1991	5095	20
1992	5098	17
1993	5100	15
1994	5103	12
1995	5106	10
1996	5108	7
1997	5111	5
1998	5113	2
1999	5116	0
