iter	Logloss
134	0.2823656731
135	0.2816868588
136	0.2809033903
137	0.2804280943
138	0.2797519415
139	0.2793259352
140	0.2786942554
141	0.2780722172
142	0.2774492546
143	0.2770228937
144	0.2763808796
145	0.2759104982
146	0.2753233569
147	0.2747964791
148	0.2743235074
149	0.2739165504
150	0.2734827777
151	0.2730368325
152	0.2725237485
153	0.2720230964
154	0.2716724289
155	0.2710466611
156	0.2705717148
157	0.2702058508
158	0.2697466447
159	0.2691651211
160	0.2686974793
161	0.2683904789
162	0.268064358
163	0.2677022341
164	0.267207589
165	0.2667786752
166	0.2665334712
167	0.2660669043
168	0.2657075855
169	0.2652043949
170	0.2647969063
171	0.2645152569
172	0.2642385067
173	0.2638414668
174	0.2634230518
175	0.2630979073
176	0.2629015391
177	0.2626400875
178	0.2623598494
179	0.262032041
180	0.2616804207
181	0.2612690961
182	0.2610440531
183	0.2607513802
184	0.2604677022
185	0.2601301555
186	0.2599272824
187	0.2596262549
188	0.2594295719
189	0.2591123457
190	0.2587853885
191	0.2585080474
192	0.258219565
193	0.2580531062
194	0.2578265009
195	0.257456388
196	0.2570646283
197	0.2569174061
198	0.2567151708
199	0.256407225
200	0.2561304098
201	0.2558810041
202	0.2556159327
203	0.2553455287
204	0.2551414613
205	0.2550181218
206	0.2547177164
207	0.2544654441
208	0.2542487018
209	0.2540259162
210	0.2538576176
211	0.2536905073
212	0.2534940131
213	0.2532540186
214	0.2530472884
215	0.2527769693
216	0.2525558444
217	0.2524161239
218	0.2522597972
219	0.2520559962
220	0.2518794645
221	0.2517367043
222	0.2514482975
223	0.2513068907
224	0.2510817515
225	0.2508541322
226	0.2506121032
227	0.2503875882
228	0.2502525904
229	0.2500965651
230	0.249906949
231	0.2498020876
232	0.2496620349
233	0.249553607
234	0.249345901
235	0.2491956988
236	0.2490315537
237	0.2489465425
238	0.2488473336
239	0.2486374701
240	0.2484578585
241	0.2483570882
242	0.2481854815
243	0.248034845
244	0.2479056336
245	0.2477282932
246	0.2475619124
247	0.2474513171
248	0.2472435023
249	0.2470504735
250	0.2469274808
251	0.2467836284
252	0.2465954205
253	0.2464710549
254	0.2463182864
255	0.2461252134
256	0.2459577419
257	0.2458656781
258	0.2457453104
259	0.2455466456
260	0.2454346413
261	0.2453451883
262	0.245236972
263	0.245085285
264	0.2449796718
265	0.244804289
266	0.2446978436
267	0.2445985996
268	0.2444587574
269	0.2442988642
270	0.2441972696
271	0.2440608713
272	0.2439280824
273	0.2438365267
274	0.2437162096
275	0.2435797296
276	0.2434698655
277	0.2433715646
278	0.2432412952
279	0.2431641038
280	0.2430064595
281	0.2429044728
282	0.2427310115
283	0.242599917
284	0.2424635963
285	0.2423173716
286	0.2422176313
287	0.2421158311
288	0.2420174275
289	0.2418950609
290	0.2416842379
291	0.2415871504
292	0.2414754262
293	0.2413909661
294	0.2412439368
295	0.2410908026
296	0.2410023224
297	0.2409061523
298	0.2407667145
299	0.2406893207
300	0.2406206455
301	0.2405397642
302	0.2404676543
303	0.2403361142
304	0.2402354754
305	0.2401589624
306	0.2400912907
307	0.2400082408
308	0.2399469228
309	0.2398248446
310	0.239728471
311	0.2396301262
312	0.2394846005
313	0.2394032413
314	0.2393301117
315	0.2392202525
316	0.2391566878
317	0.2390953967
318	0.2389832855
319	0.2388799104
320	0.2387960949
321	0.2387222704
322	0.2386157748
323	0.238512029
324	0.2384248522
325	0.2383381299
326	0.2382748095
327	0.2381768246
328	0.2381124947
329	0.2380242242
330	0.2379459649
331	0.2378646194
332	0.2377751597
333	0.237601128
334	0.2375234847
335	0.2374406479
336	0.2373622322
337	0.2372826724
338	0.237200409
339	0.2371333832
340	0.2370498101
341	0.2369807731
342	0.2368789495
343	0.236782906
344	0.2366430525
345	0.2365335161
346	0.2364679495
347	0.2364043339
348	0.2363118054
349	0.2362196633
350	0.2360967395
351	0.2360043076
352	0.2359377536
353	0.2358574602
354	0.2357913946
355	0.2357276111
356	0.2356594527
357	0.2355852538
358	0.2354813126
359	0.2354084459
360	0.2353124316
361	0.2352388159
362	0.235156552
363	0.2351034539
364	0.2350021033
365	0.2349138496
366	0.2348703445
367	0.234782956
368	0.2347059462
369	0.2346092898
370	0.2345457921
371	0.2344452064
372	0.2343764767
373	0.2343306971
374	0.2342615385
375	0.2342136273
376	0.2341116002
377	0.2340350031
378	0.2339872411
379	0.2339375822
380	0.2338685307
381	0.2338011346
382	0.2337459652
383	0.2336638466
384	0.2335809364
385	0.2335121977
386	0.2334178978
387	0.2333475722
388	0.233265454
389	0.2331924262
390	0.2331158885
391	0.2330287236
392	0.2329727361
393	0.2329035208
394	0.2328237336
395	0.232742767
396	0.2326898016
397	0.2326255226
398	0.2325794952
399	0.2325235679
400	0.2324697681
401	0.232398124
402	0.2323153426
403	0.2322573685
404	0.2322248982
405	0.2321635154
406	0.2321000794
407	0.2320363644
408	0.2319914401
409	0.2319169532
410	0.2318209355
411	0.2317677928
412	0.2317067212
413	0.2316332397
414	0.2315681201
415	0.2315273023
416	0.2314536178
417	0.2313938022
418	0.2313211562
419	0.2312771775
420	0.2311869912
421	0.2311308741
422	0.2310612927
423	0.2310200708
424	0.2309766724
425	0.2309221452
426	0.2308801472
427	0.2308040664
428	0.2307387236
429	0.230680447
430	0.2306434806
431	0.2305651891
432	0.2304909684
433	0.2304535596
434	0.2303781754
435	0.2302931564
436	0.2302197546
437	0.2301643928
438	0.2300573376
439	0.2300003876
440	0.2299396849
441	0.2298522494
442	0.2298091874
443	0.2297629319
444	0.2297164945
445	0.2296531505
446	0.2295988815
447	0.2295344346
448	0.2294849194
449	0.2294197911
450	0.2293739542
451	0.229294226
452	0.2292326968
453	0.2291719216
454	0.2291084554
455	0.22900506
456	0.2289428272
457	0.2288998432
458	0.2288638541
459	0.2288156268
460	0.2287585602
461	0.2286643612
462	0.2286265682
463	0.2285647295
464	0.2285137793
465	0.2284476944
466	0.2284064015
467	0.2283587652
468	0.2283212622
469	0.228254454
470	0.2282050843
471	0.2281330012
472	0.2280704604
473	0.2279979508
474	0.2279320958
475	0.2278878263
476	0.2278335351
477	0.227768419
478	0.2277078072
479	0.2276636992
480	0.2276014749
481	0.2275732727
482	0.2274924368
483	0.227434282
484	0.2273571356
485	0.2273073333
486	0.2272591061
487	0.2272303413
488	0.2271846348
489	0.2271475746
490	0.2271075346
491	0.2270568369
492	0.2269993819
493	0.2269463912
494	0.2268973771
495	0.2268638903
496	0.2267945422
497	0.2267374335
498	0.2266921317
499	0.2266237018
500	0.2265809188
501	0.2265588613
502	0.2265275423
503	0.226469248
504	0.2264250539
505	0.2263840581
506	0.2263437616
507	0.2262938759
508	0.22625656
509	0.2262162901
510	0.2261880355
511	0.2261544655
512	0.2261085313
513	0.2260736921
514	0.226032887
515	0.2259715927
516	0.2259429255
517	0.22590115
518	0.225864444
519	0.2258150489
520	0.2257696891
521	0.2257218778
522	0.2256874933
523	0.2256608521
524	0.2256413355
525	0.2255985164
526	0.2255645873
527	0.2255176582
528	0.2254715352
529	0.2254355083
530	0.2253835276
531	0.2253289486
532	0.2252722452
533	0.2252105697
534	0.2251616249
535	0.2251098625
536	0.2250854457
537	0.2250239015
538	0.2249939141
539	0.2249246391
540	0.2248790344
541	0.2248433629
542	0.2248133415
543	0.2247618997
544	0.224720037
545	0.224665929
546	0.2246023908
547	0.224538536
548	0.2245174772
549	0.2244734031
550	0.2244393999
551	0.2243990668
552	0.2243667889
553	0.2243169745
554	0.2242485464
555	0.2241982248
556	0.2241565401
557	0.224108156
558	0.2240573906
559	0.2240019391
560	0.2239656921
561	0.2239111985
562	0.2238717126
563	0.2238247886
564	0.2237812921
565	0.2237498691
566	0.2237079711
567	0.2236865803
568	0.2236538094
569	0.2236214143
570	0.2235377508
571	0.2234950167
572	0.2234507149
573	0.2234037212
574	0.223362772
575	0.223342611
576	0.223288425
577	0.2232747806
578	0.2232280877
579	0.2231773419
580	0.223117493
581	0.2230739251
582	0.2230352431
583	0.2229906195
584	0.2229206619
585	0.2228707283
586	0.2227971082
587	0.2227601938
588	0.2227084852
589	0.2226743879
590	0.2226267106
591	0.2225698287
592	0.2225165166
593	0.2224807617
594	0.2224355186
595	0.2223998379
596	0.2223632384
597	0.2223153908
598	0.2222729047
599	0.2222288028
600	0.2221837141
601	0.2221253451
602	0.2220709669
603	0.2220085144
604	0.2219602702
605	0.2219125425
606	0.2218838337
607	0.2218179303
608	0.2217721644
609	0.2217181217
610	0.2216619278
611	0.2216217713
612	0.2215556634
613	0.221495751
614	0.2214585027
615	0.2213994068
616	0.2213608342
617	0.221328963
618	0.2212831503
619	0.2212393124
620	0.2211924335
621	0.2211512146
622	0.2211088199
623	0.2210650001
624	0.2210292915
625	0.2209853845
626	0.2209318463
627	0.2209051038
628	0.2208645111
629	0.220843446
630	0.2208099184
631	0.2207582559
632	0.220690967
633	0.2206578949
634	0.2206122714
635	0.2205746904
636	0.2205440688
637	0.2204861084
638	0.2204563135
639	0.2203935046
640	0.2203180077
641	0.2202605973
642	0.2202337326
643	0.2201978634
644	0.2201732443
645	0.2201160459
646	0.220064366
647	0.2200351731
648	0.2200065614
649	0.2199567957
650	0.2199262118
651	0.2198882169
652	0.2198371617
653	0.2197947258
654	0.2197592719
655	0.2196988622
656	0.2196616849
657	0.2196119143
658	0.2195587794
659	0.2195123758
660	0.2194893285
661	0.2194725531
662	0.2194357896
663	0.2194086723
664	0.2193666302
665	0.2193391801
666	0.2192950679
667	0.2192546468
668	0.2192267151
669	0.2192024346
670	0.2191748558
671	0.2191155182
672	0.2190804775
673	0.2190377869
674	0.2190115211
675	0.2189727384
676	0.2189362691
677	0.2188887115
678	0.2188398538
679	0.2188139163
680	0.2187867961
681	0.2187394053
682	0.2186885857
683	0.218660339
684	0.2186315508
685	0.21860136
686	0.2185630058
687	0.2185155771
688	0.2184852829
689	0.2184455501
690	0.2184152576
691	0.2183642753
692	0.2183378184
693	0.2182989556
694	0.2182628179
695	0.2182386168
696	0.2181929824
697	0.2181630664
698	0.2181218018
699	0.2180887821
700	0.2180529703
701	0.2180270912
702	0.2179895104
703	0.2179548323
704	0.2179269938
705	0.2178696458
706	0.217818797
707	0.2177694435
708	0.2177247038
709	0.2176769437
710	0.2176419177
711	0.217584536
712	0.2175522403
713	0.2175059784
714	0.2174440733
715	0.2173952393
716	0.2173358747
717	0.2173088072
718	0.217262142
719	0.2172239696
720	0.2171788854
721	0.2171480516
722	0.2171012717
723	0.2170803868
724	0.2170426176
725	0.2170087715
726	0.2169684938
727	0.2169331792
728	0.2168953434
729	0.2168639226
730	0.2168356339
731	0.2168019819
732	0.2167529276
733	0.2167085772
734	0.2166752586
735	0.2166473811
736	0.2166268987
737	0.2165976104
738	0.2165759945
739	0.2165464221
740	0.2165252384
741	0.2164868595
742	0.2164564707
743	0.216429557
744	0.2163797588
745	0.2163437263
746	0.2163291959
747	0.2162722239
748	0.2162083989
749	0.2161938609
750	0.2161203422
751	0.2160757537
752	0.2160195936
753	0.2159890873
754	0.2159551579
755	0.2159012957
756	0.2158599967
757	0.2157911033
758	0.2157559651
759	0.2157347987
760	0.2157192228
761	0.2156822081
762	0.21563107
763	0.2155980509
764	0.2155432676
765	0.2155243746
766	0.2154783924
767	0.2154240054
768	0.2153607888
769	0.2153312523
770	0.2152676777
771	0.2152122323
772	0.2151866058
773	0.2151640877
774	0.2151251634
775	0.2150866994
776	0.2150524486
777	0.2150065205
778	0.2149841409
779	0.2149351419
780	0.2149114846
781	0.2148866889
782	0.2148388912
783	0.2148035101
784	0.2147561289
785	0.2147139231
786	0.2146779949
787	0.2146236899
788	0.214596008
789	0.2145715155
790	0.2145076617
791	0.2144847249
792	0.2144570809
793	0.2144185191
794	0.2144042008
795	0.2143546923
796	0.2142936108
797	0.2142467081
798	0.2142079509
799	0.2141803071
800	0.2141400527
801	0.2141078418
802	0.2140870064
803	0.2140548046
804	0.2140060844
805	0.2139639175
806	0.2139454474
807	0.2139104031
808	0.2138804356
809	0.2138348037
810	0.2138146996
811	0.2137924468
812	0.2137787822
813	0.2137463616
814	0.2137072367
815	0.2136581315
816	0.2136235251
817	0.2135911798
818	0.2135647263
819	0.2135056033
820	0.213470327
821	0.2134360989
822	0.2133982216
823	0.2133707619
824	0.2133281964
825	0.2132778902
826	0.2132093291
827	0.2131677931
828	0.2131317549
829	0.2130805703
830	0.2130375451
831	0.2129972651
832	0.2129486289
833	0.2129196757
834	0.2128464615
835	0.2128203879
836	0.2127888549
837	0.2127611399
838	0.2127237566
839	0.2127032599
840	0.212672225
841	0.2126244785
842	0.2126010135
843	0.2125648721
844	0.2125277001
845	0.2124972067
846	0.2124679508
847	0.2124298134
848	0.2123921923
849	0.2123703394
850	0.2123497216
851	0.2123156912
852	0.21225214
853	0.2122061441
854	0.2121702182
855	0.2121370166
856	0.212099617
857	0.2120653624
858	0.2120135006
859	0.211982602
860	0.2119563475
861	0.2119241271
862	0.2118793202
863	0.2118507872
864	0.2118102871
865	0.2117744621
866	0.2117500488
867	0.2117324106
868	0.2116553123
869	0.2116156873
870	0.2115873616
871	0.2115534252
872	0.2115300897
873	0.2115080472
874	0.2114597406
875	0.211437774
876	0.2114253099
877	0.2113783805
878	0.2113260895
879	0.2113043277
880	0.2112673256
881	0.2112533156
882	0.2112086988
883	0.2111838886
884	0.2111423531
885	0.2111163607
886	0.2110908148
887	0.211064026
888	0.2110325202
889	0.2110261838
890	0.2109914807
891	0.2109335723
892	0.210913406
893	0.2108765923
894	0.2108366237
895	0.2108034827
896	0.2107638887
897	0.2107371152
898	0.2106943817
899	0.2106517894
900	0.2106229975
901	0.210582286
902	0.2105406066
903	0.2104941979
904	0.2104664995
905	0.2104480663
906	0.210409389
907	0.2103829098
908	0.210343716
909	0.2102924096
910	0.2102601422
911	0.21024101
912	0.2101975999
913	0.2101724988
914	0.2101581366
915	0.2101315647
916	0.2100927276
917	0.2100696954
918	0.2100204855
919	0.2099961983
920	0.2099665842
921	0.2099381111
922	0.2099212232
923	0.2098764006
924	0.2098406439
925	0.2098120753
926	0.2097831505
927	0.2097528891
928	0.2097314452
929	0.2096848785
930	0.2096603093
931	0.2096247864
932	0.2095861944
933	0.2095650778
934	0.2095317849
935	0.2094867013
936	0.2094507487
937	0.2094183425
938	0.2093931035
939	0.2093618035
940	0.2093287233
941	0.2092788261
942	0.209248122
943	0.2092133767
944	0.2091823845
945	0.2091398494
946	0.2090869876
947	0.209053728
948	0.2090128725
949	0.20899847
950	0.2089482595
951	0.2088990617
952	0.2088680958
953	0.208837379
954	0.2088139514
955	0.2087696313
956	0.2087424954
957	0.2087119051
958	0.2086871641
959	0.2086187774
960	0.2085862123
961	0.2085558163
962	0.208502036
963	0.208467831
964	0.208430185
965	0.2083983667
966	0.2083521026
967	0.2083254032
968	0.2082596639
969	0.2082100036
970	0.2081750962
971	0.2081466625
972	0.2081090003
973	0.2080660795
974	0.2080410736
975	0.2080073341
976	0.2079749361
977	0.2079422633
978	0.2079119345
979	0.2078853182
980	0.2078426792
981	0.2078106843
982	0.2077414912
983	0.2077147122
984	0.2076922563
985	0.2076553144
986	0.2076196271
987	0.2075678905
988	0.2075371569
989	0.2075106407
990	0.2074868574
991	0.2074243441
992	0.2073793991
993	0.2073455225
994	0.2073023777
995	0.2072668586
996	0.2072115293
997	0.2071773783
998	0.2071472393
999	0.2071185252
1000	0.2070825257
1001	0.2070463959
1002	0.2069984139
1003	0.2069551503
1004	0.2069038589
1005	0.2068775514
1006	0.2068404733
1007	0.2068238978
1008	0.2067937829
1009	0.2067668299
1010	0.2067405783
1011	0.206695045
1012	0.2066592152
1013	0.2066312435
1014	0.2065987159
1015	0.206539179
1016	0.2065130531
1017	0.2064470662
1018	0.206408868
1019	0.2063665919
1020	0.2063399321
1021	0.2063004394
1022	0.2062590022
1023	0.2062268512
1024	0.2061801918
1025	0.206142187
1026	0.2061046143
1027	0.2060811741
1028	0.2060520163
1029	0.205994052
1030	0.2059572607
1031	0.2059212789
1032	0.2058736262
1033	0.205820453
1034	0.2057927002
1035	0.2057537399
1036	0.2057014534
1037	0.2056719713
1038	0.2056380817
1039	0.2055921876
1040	0.2055752326
1041	0.2055395841
1042	0.2055142464
1043	0.205476099
1044	0.2054447444
1045	0.2054018498
1046	0.2053844186
1047	0.2053556824
1048	0.2052989911
1049	0.205258948
1050	0.2051922965
1051	0.2051672123
1052	0.2051276856
1053	0.2050959265
1054	0.2050493997
1055	0.2050262295
1056	0.2049956052
1057	0.2049733313
1058	0.2049427701
1059	0.2049086392
1060	0.2048659342
1061	0.2048363668
1062	0.2047861989
1063	0.2047309922
1064	0.2047109058
1065	0.2046746637
1066	0.2046375376
1067	0.2046274072
1068	0.2045968572
1069	0.2045408169
1070	0.2044933171
1071	0.2044546318
1072	0.2044242653
1073	0.2043800084
1074	0.2043622937
1075	0.2043433733
1076	0.2043062801
1077	0.2042679641
1078	0.2042355545
1079	0.2041914002
1080	0.2041363942
1081	0.2041063289
1082	0.2040646936
1083	0.2040432724
1084	0.204026092
1085	0.2039888922
1086	0.2039712
1087	0.2039314619
1088	0.2038656755
1089	0.2038263698
1090	0.2037851112
1091	0.2037486439
1092	0.2037224046
1093	0.2036966965
1094	0.2036640011
1095	0.2036320671
1096	0.203586723
1097	0.2035535197
1098	0.2035223975
1099	0.2034818347
1100	0.2034594235
1101	0.203431414
1102	0.2033850803
1103	0.2033379365
1104	0.2033038165
1105	0.2032709499
1106	0.2032585391
1107	0.203227853
1108	0.203192076
